Responded at,Usertype,Signup Form Q7 (Please tick the boxes that apply to you:) I live in Tower Hamlets,Signup Form Q7 (Please tick the boxes that apply to you:) I work in Tower Hamlets,Signup Form Q7 (Please tick the boxes that apply to you:) I own a business in Tower Hamlets,Signup Form Q7 (Please tick the boxes that apply to you:) I study in Tower Hamlets,"Signup Form Q7 (Please tick the boxes that apply to you:) None of these, but I regularly visit Tower Hamlets","Signup Form Q9 (Can we keep in touch?) Yes, I'd like to receive email updates about activities on Let's talk Tower Hamlets","Signup Form Q9 (Can we keep in touch?) Yes, I'd like to receive the latest news, events and special offers from the council",Signup Form Q10 (The following questions are optional but will help us understand who we are reaching. Are you willing to answer these questions?),Signup Form Q11 (How old are you?),"Signup Form Q12 (Are your day-to-day activities limited because of a health problem or disability which has lasted, or is expected to last, at least 12 months (include any problems related to old age)?)","Signup Form Q13 (Please state the type (s) of health problem or disability that applies to you?
(People may experience more than one type of disability or health problem, in which case you may indicate more than one.
If none of the categories applies, please select ‘Prefer to self-describe’ and specify the type of health problem or disability in the next question).) Sensory impairment, (such as being blind / having a visual impairment or being deaf / having a hearing impairment)","Signup Form Q13 (Please state the type (s) of health problem or disability that applies to you?
(People may experience more than one type of disability or health problem, in which case you may indicate more than one.
If none of the categories applies, please select ‘Prefer to self-describe’ and specify the type of health problem or disability in the next question).) Physical impairment, (such as using a wheelchair to get around and / or difficulty using your arms)","Signup Form Q13 (Please state the type (s) of health problem or disability that applies to you?
(People may experience more than one type of disability or health problem, in which case you may indicate more than one.
If none of the categories applies, please select ‘Prefer to self-describe’ and specify the type of health problem or disability in the next question).) Learning disability, (such as Downs syndrome or dyslexia) or cognitive impairment (such as autism or head-injury)","Signup Form Q13 (Please state the type (s) of health problem or disability that applies to you?
(People may experience more than one type of disability or health problem, in which case you may indicate more than one.
If none of the categories applies, please select ‘Prefer to self-describe’ and specify the type of health problem or disability in the next question).) Mental health condition, (such as depression or schizophrenia)","Signup Form Q13 (Please state the type (s) of health problem or disability that applies to you?
(People may experience more than one type of disability or health problem, in which case you may indicate more than one.
If none of the categories applies, please select ‘Prefer to self-describe’ and specify the type of health problem or disability in the next question).) Long-standing illness or health condition (such as cancer, HIV, diabetes, chronic heart disease, or epilepsy)","Signup Form Q13 (Please state the type (s) of health problem or disability that applies to you?
(People may experience more than one type of disability or health problem, in which case you may indicate more than one.
If none of the categories applies, please select ‘Prefer to self-describe’ and specify the type of health problem or disability in the next question).) Prefer not to say","Signup Form Q13 (Please state the type (s) of health problem or disability that applies to you?
(People may experience more than one type of disability or health problem, in which case you may indicate more than one.
If none of the categories applies, please select ‘Prefer to self-describe’ and specify the type of health problem or disability in the next question).) Prefer to self-describe","Signup Form Q14 (Health problem and Disability - If you selected 'Prefer to self-describe' in the previous question, please state your answer below)","Signup Form Q15 (We really appreciate you taking the time to answer our questions, your feedback helps us to deliver a better service to all residents of Tower Hamlets. Are you happy to continue?)","Signup Form Q16 (What best describes your gender?
(If none of the categories applies, please mark ‘Prefer to self-describe’ and specify your gender in the next question).)","Signup Form Q17 (Gender - If you selected 'Prefer to self-describe' in the previous question, please state your answer below)",Signup Form Q18 (Is your gender identity the same as the sex you were assigned at birth?),"Signup Form Q19 (Which of the following describes your sex?
(If none of the categories applies, please mark ‘Prefer to self-describe’ and specify your sex in the next question).)","Signup Form Q20 (Sex - If you selected 'Prefer to self-describe' in the previous question, please state your answer below)",Signup Form Q21 (Are you legally married or in a civil partnership?),"Signup Form Q22 (Which best describes your current marital, civil partnership or cohabitation status?)","Signup Form Q23 (Are you currently pregnant or did you give birth in the last twelve months?
The Equality Act (2010) protects individuals who are currently pregnant and up to 26 weeks of their maternity. The Act provides further protection for individuals beyond the 26 week period (such as breastfeeding mothers).)",Signup Form Q24 (How would you describe your ethnic group?),Signup Form Q25 (We have only 3 questions left for you! Are you happy to continue helping us?),"Signup Form Q26 (What is your religion or belief?
(If none of the categories applies, please mark ‘Prefer to self-describe’ and specify your religion in the next question).)","Signup Form Q27 (Religion - If you selected 'Prefer to self-describe' in the previous question, please state your answer below)","Signup Form Q28 (Which of the following describes your sexual orientation?
(If none of the categories applies, please mark ‘Prefer to self-describe’ and specify your sexual orientation in the next question).)","Signup Form Q29 (Sexual Orientation - If you selected 'Prefer to self-describe' in the previous question, please state your answer below)","Signup Form Q30 (Do you have caring or parenting responsibilities? (for example, childcare or dependent adults)?)",Q1 (Please provide your full postcode:),Q2 (Please enter your survey reference number (leave blank if you do not have a reference number).),Q3 (Which of the following best describes you? (please tick all that apply)) A resident,Q3 (Which of the following best describes you? (please tick all that apply)) A market trader,Q3 (Which of the following best describes you? (please tick all that apply)) A business owner,Q3 (Which of the following best describes you? (please tick all that apply)) On behalf of an organisation (organisation name/postcode required),Q4 (Which option do you support?) I support Option 1 to remove the Liveable Streets closures and make public realm improvements to the wider area.,Q4 (Which option do you support?) I support Option 2 to retain the existing traffic arrangements,"Q5 (To what extent do you agree or disagree with the proposed changes set out in option 1:) Removal of closures on Canrobert Street, Punderson’s Gardens, Teesdale Street, Clarkson Street and Old Bethnal Green Road.","Q5 (To what extent do you agree or disagree with the proposed changes set out in option 1:) Retention of the closures on Pollard Row and Pollard Street and creation of a new public realm in the area with new seating, planting and trees.  This is the retention of a closure to northbound traffic on Pollard Row (at the junction of Ivimey Street) and a closure to traffic travelling eastbound on Pollard Street (at the junction with Pollard Row). The plans on page 6 of the consultation document also propose the removal of closures that currently restrict westbound traffic on Pollard Street and southbound traffic on Pollard Row.",Q5 (To what extent do you agree or disagree with the proposed changes set out in option 1:) Conversion of Old Bethnal Green Road to two-way operation to improve access,"Q5 (To what extent do you agree or disagree with the proposed changes set out in option 1:) Improvements to footways and crossing across the Bethnal green Area including dropped kerbs, continuous crossing and new zebra crossings",Q6 (Walking),Q7 (Cycling),Q8 (Public transport),Q9 (Access to local shops or other local amenities),Q10 (Through traffic),Q11 (Air quality),Q12 (Traffic noise),Q13 (Look and feel),Q14 (Please use the space below to give more information on any other ways the area has changed following the implementation of the Liveable Streets scheme),Q15 (Are you responding as a business or owner of a business in the area?),Q16 (Business Survey),Q17 (Please provide more detail on your answer),Q18 (Do you use any of the following? (tick all that apply)) Taxicard,Q18 (Do you use any of the following? (tick all that apply)) Blue Badge,Q18 (Do you use any of the following? (tick all that apply)) DP Freedom Pass,Q18 (Do you use any of the following? (tick all that apply)) OP Freedom Pass,"Q19 (How do you travel to your regular place of work? Please tick all modes that apply. For example,if you drive to the station and then take the train, select both car driver and public transport.) Car/van driver","Q19 (How do you travel to your regular place of work? Please tick all modes that apply. For example,if you drive to the station and then take the train, select both car driver and public transport.) Car/van passenger","Q19 (How do you travel to your regular place of work? Please tick all modes that apply. For example,if you drive to the station and then take the train, select both car driver and public transport.) Public transport (bus/Tube/train)","Q19 (How do you travel to your regular place of work? Please tick all modes that apply. For example,if you drive to the station and then take the train, select both car driver and public transport.) Cycle","Q19 (How do you travel to your regular place of work? Please tick all modes that apply. For example,if you drive to the station and then take the train, select both car driver and public transport.) Walk – most or all of the way","Q19 (How do you travel to your regular place of work? Please tick all modes that apply. For example,if you drive to the station and then take the train, select both car driver and public transport.) No journey - telework or work from home","Q20 (How often do you travel for any other purpose (eg shopping, school run, leisure trips, businesstravel)?) Car/van driver","Q20 (How often do you travel for any other purpose (eg shopping, school run, leisure trips, businesstravel)?) Car/van passenger","Q20 (How often do you travel for any other purpose (eg shopping, school run, leisure trips, businesstravel)?) Public transport (bus/Tube/train)","Q20 (How often do you travel for any other purpose (eg shopping, school run, leisure trips, businesstravel)?) Cycle","Q20 (How often do you travel for any other purpose (eg shopping, school run, leisure trips, businesstravel)?) Walk – most or all of the way","Q20 (How often do you travel for any other purpose (eg shopping, school run, leisure trips, businesstravel)?) No journey - telework or work from home","Q21 (For each mode of transport used to travel to work, have you reduced or increased the use youmake of it compared with before the liveable streets scheme was implemented?) Car/van driver","Q21 (For each mode of transport used to travel to work, have you reduced or increased the use youmake of it compared with before the liveable streets scheme was implemented?) Car/van passenger","Q21 (For each mode of transport used to travel to work, have you reduced or increased the use youmake of it compared with before the liveable streets scheme was implemented?) Public transport (bus/Tube/train)","Q21 (For each mode of transport used to travel to work, have you reduced or increased the use youmake of it compared with before the liveable streets scheme was implemented?) Cycle","Q21 (For each mode of transport used to travel to work, have you reduced or increased the use youmake of it compared with before the liveable streets scheme was implemented?) Walk – most or all of the way","Q21 (For each mode of transport used to travel to work, have you reduced or increased the use youmake of it compared with before the liveable streets scheme was implemented?) No journey - telework or work from home",Q22 (How old are you?),Q23 (Which best describes your gender?),Q24 (What sex was registered on your birth certificate?),Q25 (Is your gender the same as the sex you were registered at birth?),"Q26 (Are your day-to-day activities limited because of a health problem or disability which has lasted, or is expected to last, at least 12 months (include any problems related to old age)?)","Q27 (Please state the type of health problem(s) or disabilit(y/ies) that applies to you.) Sensory impairment, (such as being blind / having a visual impairment or being deaf / having a hearing impairment)","Q27 (Please state the type of health problem(s) or disabilit(y/ies) that applies to you.) Physical impairment, (such as using a wheelchair to get around and / or difficulty using your arms)","Q27 (Please state the type of health problem(s) or disabilit(y/ies) that applies to you.) Learning disability, (such as Downs syndrome or dyslexia) or cognitive impairment (such as autism or head-injury)","Q27 (Please state the type of health problem(s) or disabilit(y/ies) that applies to you.) Mental health condition, (such as depression or schizophrenia)","Q27 (Please state the type of health problem(s) or disabilit(y/ies) that applies to you.) Long-standing illness or health condition (such as cancer, HIV, diabetes, chronic heart disease, or epilepsy)",Q27 (Please state the type of health problem(s) or disabilit(y/ies) that applies to you.) Prefer not to say,Q27 (Please state the type of health problem(s) or disabilit(y/ies) that applies to you.) None of the above,Q27 (Please state the type of health problem(s) or disabilit(y/ies) that applies to you.) Other/ Prefer to self-describe (please specify),Q28 (Please tell us the reason for your answers and/or any additional comments: - deleted),Q29 (How would you describe your ethnic group?),Q30 (Which of the following best describes how you think of yourself?),Q31 (What is your religion?),"Q32 (Which best describes your current marital, civil partnership or cohabitation status?)",Q33 (Are you currently pregnant or have you been pregnant in the last year?) Yes,Q33 (Are you currently pregnant or have you been pregnant in the last year?) No,Q33 (Are you currently pregnant or have you been pregnant in the last year?) Prefer not to say,Q33 (Are you currently pregnant or have you been pregnant in the last year?) Not applicable,Response ID
2023-02-08 01:50:41 +0000,Participant,0,1,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,,1,1,,1,1,,1,2,2,14,1,4,,3,,1,Section 40 FOIA,,0,0,0,1,0,1,2,1,2,1,1,1,3,1,1,1,1,1,Section 40 FOIA,2,0,Section 40 FOIA,0,0,0,0,0,0,3,3,0,0,1,5,2,2,1,1,3,3,3,3,3,3,5,1,1,1,2,0,0,0,0,0,0,0,0,Section 40 FOIA,19,1,2,2,0,0,0,1,1827281
2023-02-08 23:02:07 +0000,Participant,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,0,Section 40 FOIA,OB2380,1,0,0,0,1,0,1,2,1,2,2,2,2,2,2,2,2,2,Section 40 FOIA,2,0,Section 40 FOIA,0,0,0,0,3,3,2,5,2,5,4,2,5,5,2,5,1,2,3,3,3,6,2,2,2,1,2,0,0,0,0,0,0,0,0,Section 40 FOIA,8,1,6,1,0,1,0,0,1829613
2023-01-24 23:35:47 +0000,Participant,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,0,Section 40 FOIA,,0,0,0,0,0,1,2,3,2,3,1,1,1,1,1,1,1,1,Section 40 FOIA,0,0,Section 40 FOIA,0,0,0,0,1,0,1,5,1,0,1,1,1,5,1,0,3,4,3,6,2,0,6,1,1,1,2,0,0,0,0,0,0,0,0,Section 40 FOIA,17,1,0,2,0,0,0,1,1800863
2023-01-24 05:46:21 +0000,Participant,0,1,0,0,0,1,0,1,6,3,0,0,0,0,0,1,0,,1,1,,1,1,,1,2,2,1,1,1,,3,,1,Section 40 FOIA,,0,0,1,0,1,0,1,0,1,0,3,3,2,2,3,2,2,2,Section 40 FOIA,1,2,Section 40 FOIA,1,1,0,0,4,5,4,5,4,5,4,4,4,5,4,5,1,1,1,3,1,3,6,1,1,1,1,0,0,0,0,0,1,0,0,Section 40 FOIA,1,1,1,2,0,1,0,0,1798600
2023-01-31 10:17:17 +0000,Participant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,0,Section 40 FOIA,OB3193,1,0,0,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,Section 40 FOIA,2,0,Section 40 FOIA,0,0,0,0,5,5,2,3,1,5,5,1,3,3,3,5,6,3,3,1,1,6,2,1,1,1,3,0,0,0,0,0,0,0,0,Section 40 FOIA,1,4,8,6,0,0,1,0,1812031
2023-02-09 11:42:28 +0000,Participant,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,0,Section 40 FOIA,,0,0,1,0,1,0,1,1,1,1,3,3,3,2,2,2,2,2,Section 40 FOIA,1,2,Section 40 FOIA,0,1,0,0,4,4,5,5,5,0,4,4,5,5,5,0,1,1,3,3,3,0,5,1,1,1,2,0,0,0,0,0,0,0,0,Section 40 FOIA,5,1,1,2,0,1,0,0,1830388
2023-02-03 00:44:06 +0000,Participant,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,0,Section 40 FOIA,,1,0,0,0,1,0,1,2,1,2,3,2,3,2,2,2,1,2,Section 40 FOIA,2,0,Section 40 FOIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Section 40 FOIA,0,0,0,0,0,0,0,0,1818337
2023-01-23 11:12:52 +0000,Participant,1,0,0,0,0,1,1,1,3,2,0,0,0,0,0,0,0,,1,1,,1,1,,2,11,2,8,1,4,,3,,2,Section 40 FOIA,,1,0,0,0,0,1,2,3,2,1,1,1,1,1,1,1,1,1,Section 40 FOIA,2,0,Section 40 FOIA,0,0,0,0,5,5,2,2,2,5,5,5,2,2,2,5,5,5,1,1,1,6,3,1,1,1,2,0,0,0,0,0,0,0,0,Section 40 FOIA,15,1,2,1,0,0,0,1,1796820
2023-02-10 20:31:01 +0000,Participant,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,0,Section 40 FOIA,,1,0,0,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,Section 40 FOIA,2,0,Section 40 FOIA,0,0,0,0,5,5,3,2,5,2,5,5,2,2,3,5,6,6,3,1,1,6,3,0,2,1,2,0,0,0,0,0,0,0,0,Section 40 FOIA,1,1,1,1,0,1,0,0,1833981
2023-02-06 12:41:43 +0000,Participant,1,1,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,,1,1,,1,1,,1,3,2,1,1,1,,3,,1,Section 40 FOIA,,1,0,0,0,0,1,2,2,2,1,1,1,1,1,1,1,1,1,Section 40 FOIA,2,0,Section 40 FOIA,0,0,0,0,5,5,1,5,1,5,5,5,1,5,1,5,6,6,6,5,3,6,6,1,1,1,2,0,0,0,0,0,0,0,0,Section 40 FOIA,1,1,1,2,0,0,0,1,1823282
2023-02-03 20:17:15 +0000,Participant,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,0,Section 40 FOIA,,1,0,0,0,0,1,2,2,2,1,1,1,1,1,1,1,1,1,Section 40 FOIA,2,0,Section 40 FOIA,0,0,0,0,5,5,1,4,1,3,1,2,1,4,2,1,5,5,5,1,1,6,4,3,3,3,3,0,0,0,0,0,0,0,0,Section 40 FOIA,21,4,8,6,0,0,1,0,1820321
2023-02-06 09:12:27 +0000,Participant,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,0,Section 40 FOIA,,1,0,0,0,0,1,2,1,2,1,1,1,3,1,1,1,1,1,Section 40 FOIA,2,0,Section 40 FOIA,0,0,0,0,5,5,5,3,4,1,5,5,2,3,4,1,6,6,4,1,2,6,3,2,2,1,2,0,0,0,0,0,0,0,0,Section 40 FOIA,5,1,1,2,0,1,0,0,1822671
2023-02-11 20:46:59 +0000,Participant,1,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,,1,1,,1,1,,2,1,2,5,1,1,,3,,2,Section 40 FOIA,,1,0,0,0,0,1,2,2,2,1,1,1,3,1,3,1,1,1,Section 40 FOIA,2,0,Section 40 FOIA,0,0,0,0,5,5,1,1,5,1,5,1,2,1,2,5,3,3,3,2,2,6,4,1,0,1,2,0,0,0,0,0,0,0,0,Section 40 FOIA,5,1,1,3,0,0,0,1,1836113
2023-01-25 09:41:01 +0000,Participant,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,0,Section 40 FOIA,,1,0,0,0,0,1,2,3,3,3,1,1,3,1,1,1,1,1,Section 40 FOIA,2,0,Section 40 FOIA,0,0,0,0,5,5,1,1,1,3,1,5,1,2,2,0,6,6,6,6,6,6,5,2,2,1,2,0,0,0,0,0,0,0,0,Section 40 FOIA,1,1,1,2,0,1,0,0,1801178
2023-01-29 21:53:28 +0000,Participant,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,0,Section 40 FOIA,,0,0,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,Section 40 FOIA,2,0,Section 40 FOIA,0,0,0,0,5,5,2,3,5,1,2,5,1,1,1,1,4,4,2,1,3,2,4,1,1,1,2,0,0,0,0,0,0,0,0,Section 40 FOIA,1,1,1,2,0,1,0,0,1809621
2023-02-06 12:33:49 +0000,Participant,1,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,,1,2,,1,2,,2,1,2,7,1,1,,4,,2,Section 40 FOIA,,1,0,0,0,0,1,2,1,2,1,1,1,1,1,1,1,1,1,Section 40 FOIA,2,0,Section 40 FOIA,0,0,0,0,5,5,2,5,3,3,5,1,2,5,4,3,6,6,6,6,6,6,4,2,2,1,2,0,0,0,0,0,0,0,0,Section 40 FOIA,14,4,1,1,0,1,0,0,1823261
2023-02-10 14:29:53 +0000,Participant,1,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,,1,1,,1,1,,2,1,2,1,1,1,,2,,2,Section 40 FOIA,,1,0,1,0,0,1,2,3,2,1,1,1,3,1,3,1,3,1,Section 40 FOIA,2,0,Section 40 FOIA,0,0,0,0,1,5,2,4,2,5,5,5,2,4,2,5,6,6,6,1,2,6,3,1,1,1,2,0,0,0,0,0,0,0,0,Section 40 FOIA,1,3,1,1,0,0,0,1,1833007
2023-02-07 13:50:42 +0000,Participant,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,,1,2,,1,2,,2,1,2,1,1,1,,1,,2,Section 40 FOIA,,1,0,0,0,0,1,2,2,2,1,1,1,1,3,1,1,1,1,Section 40 FOIA,2,0,Section 40 FOIA,0,0,0,0,5,5,3,1,1,2,5,5,3,1,2,5,6,6,1,2,1,4,3,2,2,1,2,0,0,0,0,0,0,0,0,Section 40 FOIA,1,2,1,1,0,1,0,0,1825978
2023-02-12 19:04:20 +0000,Participant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,0,Section 40 FOIA,,0,0,0,0,0,1,2,2,2,3,1,1,1,3,1,1,1,1,Section 40 FOIA,2,0,Section 40 FOIA,0,0,0,0,5,5,2,3,1,5,5,5,2,3,3,5,6,6,3,2,1,6,4,1,1,1,3,0,0,0,0,0,0,0,0,Section 40 FOIA,21,4,8,6,0,0,1,0,1837543
2023-02-08 06:54:33 +0000,Participant,1,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,,1,1,,1,1,,1,4,2,1,1,2,,3,,1,Section 40 FOIA,,1,0,0,0,0,1,2,2,1,1,1,1,1,3,1,1,1,1,Section 40 FOIA,2,0,Section 40 FOIA,0,0,0,0,1,1,1,2,1,3,1,1,1,2,1,3,6,6,6,6,6,6,6,1,1,1,2,0,0,0,0,0,0,0,0,Section 40 FOIA,1,1,1,5,0,1,0,0,1827315
